   E (MeV)	Unadj. F×Eavg	Adj. F×Eavg
 1.00000E-10	 2.87958E+01	 2.87797E+01
 1.00000E-09	 2.87958E+01	 2.87797E+01
 1.00000E-09	 4.10723E+00	 4.10561E+00
 1.00000E-08	 4.10723E+00	 4.10561E+00
 1.00000E-08	 4.25964E+01	 4.25857E+01
 2.30000E-08	 4.25964E+01	 4.25857E+01
 2.30000E-08	 1.05720E+02	 1.05708E+02
 5.00000E-08	 1.05720E+02	 1.05708E+02
 5.00000E-08	 1.42401E+02	 1.42405E+02
 7.60000E-08	 1.42401E+02	 1.42405E+02
 7.60000E-08	 1.37117E+02	 1.37138E+02
 1.15000E-07	 1.37117E+02	 1.37138E+02
 1.15000E-07	 2.21690E+02	 2.21749E+02
 1.70000E-07	 2.21690E+02	 2.21749E+02
 1.70000E-07	 8.44815E+01	 8.45123E+01
 2.55000E-07	 8.44815E+01	 8.45123E+01
 2.55000E-07	 8.85856E+01	 8.86247E+01
 3.80000E-07	 8.85856E+01	 8.86247E+01
 3.80000E-07	 1.51776E+02	 1.51850E+02
 5.50000E-07	 1.51776E+02	 1.51850E+02
 5.50000E-07	 8.45673E+01	 8.46112E+01
 8.40000E-07	 8.45673E+01	 8.46112E+01
 8.40000E-07	 1.25714E+02	 1.25779E+02
 1.27500E-06	 1.25714E+02	 1.25779E+02
 1.27500E-06	 7.81731E+01	 7.82114E+01
 1.90000E-06	 7.81731E+01	 7.82114E+01
 1.90000E-06	 5.45671E+01	 5.45913E+01
 2.80000E-06	 5.45671E+01	 5.45913E+01
 2.80000E-06	 5.21027E+01	 5.21214E+01
 4.25000E-06	 5.21027E+01	 5.21214E+01
 4.25000E-06	 3.32906E+01	 3.32987E+01
 6.30000E-06	 3.32906E+01	 3.32987E+01
 6.30000E-06	 1.56913E+01	 1.56928E+01
 9.20000E-06	 1.56913E+01	 1.56928E+01
 9.20000E-06	 6.73126E+00	 6.73073E+00
 1.35000E-05	 6.73126E+00	 6.73073E+00
 1.35000E-05	 6.75875E+00	 6.75686E+00
 2.10000E-05	 6.75875E+00	 6.75686E+00
 2.10000E-05	 1.69548E+00	 1.69450E+00
 3.00000E-05	 1.69548E+00	 1.69450E+00
 3.00000E-05	 2.04015E+00	 2.03833E+00
 4.50000E-05	 2.04015E+00	 2.03833E+00
 4.50000E-05	 2.42885E+00	 2.42520E+00
 6.90000E-05	 2.42885E+00	 2.42520E+00
 6.90000E-05	 2.01980E+00	 2.01532E+00
 1.00000E-04	 2.01980E+00	 2.01532E+00
 1.00000E-04	 2.46853E-01	 2.45756E-01
 1.35000E-04	 2.46853E-01	 2.45756E-01
 1.35000E-04	 2.12492E-01	 2.11367E-01
 1.70000E-04	 2.12492E-01	 2.11367E-01
 1.70000E-04	 1.87680E-01	 1.86479E-01
 2.20000E-04	 1.87680E-01	 1.86479E-01
 2.20000E-04	 1.32009E+00	 1.31255E+00
 2.80000E-04	 1.32009E+00	 1.31255E+00
 2.80000E-04	 9.75391E-01	 9.69704E-01
 3.60000E-04	 9.75391E-01	 9.69704E-01
 3.60000E-04	 2.83843E+00	 2.82307E+00
 4.50000E-04	 2.83843E+00	 2.82307E+00
 4.50000E-04	 3.86437E+00	 3.84468E+00
 5.75000E-04	 3.86437E+00	 3.84468E+00
 5.75000E-04	 6.95340E+00	 6.91933E+00
 7.60000E-04	 6.95340E+00	 6.91933E+00
 7.60000E-04	 5.56823E+00	 5.53908E+00
 9.60000E-04	 5.56823E+00	 5.53908E+00
 9.60000E-04	 2.11571E+01	 2.10883E+01
 1.27500E-03	 2.11571E+01	 2.10883E+01
 1.27500E-03	 2.91346E+01	 2.90496E+01
 1.60000E-03	 2.91346E+01	 2.90496E+01
 1.60000E-03	 3.37611E+01	 3.36650E+01
 2.00000E-03	 3.37611E+01	 3.36650E+01
 2.00000E-03	 6.26557E+01	 6.25239E+01
 2.70000E-03	 6.26557E+01	 6.25239E+01
 2.70000E-03	 9.64813E+01	 9.62992E+01
 3.40000E-03	 9.64813E+01	 9.62992E+01
 3.40000E-03	 1.51608E+02	 1.51416E+02
 4.50000E-03	 1.51608E+02	 1.51416E+02
 4.50000E-03	 1.96530E+02	 1.96271E+02
 5.50000E-03	 1.96530E+02	 1.96271E+02
 5.50000E-03	 2.50334E+02	 2.50109E+02
 7.20000E-03	 2.50334E+02	 2.50109E+02
 7.20000E-03	 2.81900E+02	 2.81706E+02
 9.20000E-03	 2.81900E+02	 2.81706E+02
 9.20000E-03	 4.60270E+02	 4.60014E+02
 1.20000E-02	 4.60270E+02	 4.60014E+02
 1.20000E-02	 8.33825E+02	 8.33440E+02
 1.50000E-02	 8.33825E+02	 8.33440E+02
 1.50000E-02	 8.96380E+02	 8.96031E+02
 1.90000E-02	 8.96380E+02	 8.96031E+02
 1.90000E-02	 1.20483E+03	 1.20447E+03
 2.55000E-02	 1.20483E+03	 1.20447E+03
 2.55000E-02	 1.41552E+03	 1.41516E+03
 3.20000E-02	 1.41552E+03	 1.41516E+03
 3.20000E-02	 1.78586E+03	 1.78549E+03
 4.00000E-02	 1.78586E+03	 1.78549E+03
 4.00000E-02	 2.10473E+03	 2.10439E+03
 5.25000E-02	 2.10473E+03	 2.10439E+03
 5.25000E-02	 2.93317E+03	 2.93277E+03
 6.60000E-02	 2.93317E+03	 2.93277E+03
 6.60000E-02	 3.84864E+03	 3.84822E+03
 8.80000E-02	 3.84864E+03	 3.84822E+03
 8.80000E-02	 4.79259E+03	 4.79218E+03
 1.10000E-01	 4.79259E+03	 4.79218E+03
 1.10000E-01	 6.10746E+03	 6.10707E+03
 1.35000E-01	 6.10746E+03	 6.10707E+03
 1.35000E-01	 7.73187E+03	 7.73156E+03
 1.60000E-01	 7.73187E+03	 7.73156E+03
 1.60000E-01	 9.16119E+03	 9.16108E+03
 1.90000E-01	 9.16119E+03	 9.16108E+03
 1.90000E-01	 1.07844E+04	 1.07846E+04
 2.20000E-01	 1.07844E+04	 1.07846E+04
 2.20000E-01	 1.25920E+04	 1.25928E+04
 2.55000E-01	 1.25920E+04	 1.25928E+04
 2.55000E-01	 1.41344E+04	 1.41359E+04
 2.90000E-01	 1.41344E+04	 1.41359E+04
 2.90000E-01	 1.52509E+04	 1.52534E+04
 3.20000E-01	 1.52509E+04	 1.52534E+04
 3.20000E-01	 1.82996E+04	 1.83036E+04
 3.60000E-01	 1.82996E+04	 1.83036E+04
