   E (MeV)	Unadj. F×Eavg	Adj. F×Eavg
 1.00000E-10	 1.98340E+01	 1.98326E+01
 1.00000E-09	 1.98340E+01	 1.98326E+01
 1.00000E-09	 2.02069E+01	 2.02055E+01
 1.00000E-08	 2.02069E+01	 2.02055E+01
 1.00000E-08	 4.26871E+01	 4.26841E+01
 2.30000E-08	 4.26871E+01	 4.26841E+01
 2.30000E-08	 4.59647E+01	 4.59615E+01
 5.00000E-08	 4.59647E+01	 4.59615E+01
 5.00000E-08	 8.31659E+01	 8.31601E+01
 7.60000E-08	 8.31659E+01	 8.31601E+01
 7.60000E-08	 8.42706E+01	 8.42647E+01
 1.15000E-07	 8.42706E+01	 8.42647E+01
 1.15000E-07	 8.93702E+01	 8.93639E+01
 1.70000E-07	 8.93702E+01	 8.93639E+01
 1.70000E-07	 8.62851E+01	 8.62791E+01
 2.55000E-07	 8.62851E+01	 8.62791E+01
 2.55000E-07	 8.76781E+01	 8.76719E+01
 3.80000E-07	 8.76781E+01	 8.76719E+01
 3.80000E-07	 9.39397E+01	 9.39331E+01
 5.50000E-07	 9.39397E+01	 9.39331E+01
 5.50000E-07	 8.21630E+01	 8.21573E+01
 8.40000E-07	 8.21630E+01	 8.21573E+01
 8.40000E-07	 8.27807E+01	 8.27749E+01
 1.27500E-06	 8.27807E+01	 8.27749E+01
 1.27500E-06	 8.57404E+01	 8.57344E+01
 1.90000E-06	 8.57404E+01	 8.57344E+01
 1.90000E-06	 8.72037E+01	 8.71976E+01
 2.80000E-06	 8.72037E+01	 8.71976E+01
 2.80000E-06	 8.00141E+01	 8.00086E+01
 4.25000E-06	 8.00141E+01	 8.00086E+01
 4.25000E-06	 8.36821E+01	 8.36763E+01
 6.30000E-06	 8.36821E+01	 8.36763E+01
 6.30000E-06	 8.47070E+01	 8.47012E+01
 9.20000E-06	 8.47070E+01	 8.47012E+01
 9.20000E-06	 1.22415E+01	 1.22406E+01
 1.35000E-05	 1.22415E+01	 1.22406E+01
 1.35000E-05	 6.97016E+01	 6.96968E+01
 2.10000E-05	 6.97016E+01	 6.96968E+01
 2.10000E-05	 8.37293E+01	 8.37235E+01
 3.00000E-05	 8.37293E+01	 8.37235E+01
 3.00000E-05	 7.19097E+01	 7.19047E+01
 4.50000E-05	 7.19097E+01	 7.19047E+01
 4.50000E-05	 3.20883E+00	 3.20861E+00
 6.90000E-05	 3.20883E+00	 3.20861E+00
 6.90000E-05	 1.66876E+01	 1.66864E+01
 1.00000E-04	 1.66876E+01	 1.66864E+01
 1.00000E-04	 4.85187E+01	 4.85152E+01
 1.35000E-04	 4.85187E+01	 4.85152E+01
 1.35000E-04	 2.87675E+01	 2.87653E+01
 1.70000E-04	 2.87675E+01	 2.87653E+01
 1.70000E-04	 9.88627E+01	 9.88552E+01
 2.20000E-04	 9.88627E+01	 9.88552E+01
 2.20000E-04	 1.65575E+01	 1.65562E+01
 2.80000E-04	 1.65575E+01	 1.65562E+01
 2.80000E-04	 7.13699E+00	 7.13644E+00
 3.60000E-04	 7.13699E+00	 7.13644E+00
 3.60000E-04	 2.33436E+01	 2.33414E+01
