   E (MeV)	Unadj. F×Eavg	Adj. F×Eavg
 1.00000E-10	 1.37994E+01	 1.37948E+01
 1.00000E-09	 1.37994E+01	 1.37948E+01
 1.00000E-09	 1.87220E+01	 1.87193E+01
 1.00000E-08	 1.87220E+01	 1.87193E+01
 1.00000E-08	 5.11252E+01	 5.11237E+01
 2.30000E-08	 5.11252E+01	 5.11237E+01
 2.30000E-08	 6.82497E+01	 6.82514E+01
 5.00000E-08	 6.82497E+01	 6.82514E+01
 5.00000E-08	 1.45234E+02	 1.45241E+02
 7.60000E-08	 1.45234E+02	 1.45241E+02
 7.60000E-08	 1.65074E+02	 1.65084E+02
 1.15000E-07	 1.65074E+02	 1.65084E+02
 1.15000E-07	 1.86093E+02	 1.86107E+02
 1.70000E-07	 1.86093E+02	 1.86107E+02
 1.70000E-07	 1.78731E+02	 1.78745E+02
 2.55000E-07	 1.78731E+02	 1.78745E+02
 2.55000E-07	 1.71856E+02	 1.71869E+02
 3.80000E-07	 1.71856E+02	 1.71869E+02
 3.80000E-07	 1.69955E+02	 1.69968E+02
 5.50000E-07	 1.69955E+02	 1.69968E+02
 5.50000E-07	 1.31550E+02	 1.31558E+02
 8.40000E-07	 1.31550E+02	 1.31558E+02
 8.40000E-07	 1.11867E+02	 1.11868E+02
 1.27500E-06	 1.11867E+02	 1.11868E+02
 1.27500E-06	 9.22207E+01	 9.22118E+01
 1.90000E-06	 9.22207E+01	 9.22118E+01
 1.90000E-06	 7.11133E+01	 7.10922E+01
 2.80000E-06	 7.11133E+01	 7.10922E+01
 2.80000E-06	 4.87825E+01	 4.87543E+01
 4.25000E-06	 4.87825E+01	 4.87543E+01
 4.25000E-06	 3.93876E+01	 3.93516E+01
 6.30000E-06	 3.93876E+01	 3.93516E+01
 6.30000E-06	 3.38954E+01	 3.38528E+01
 9.20000E-06	 3.38954E+01	 3.38528E+01
 9.20000E-06	 3.02441E+01	 3.01963E+01
 1.35000E-05	 3.02441E+01	 3.01963E+01
 1.35000E-05	 2.45188E+01	 2.44718E+01
 2.10000E-05	 2.45188E+01	 2.44718E+01
 2.10000E-05	 2.62909E+01	 2.62302E+01
 3.00000E-05	 2.62909E+01	 2.62302E+01
 3.00000E-05	 1.99011E+01	 1.98449E+01
 4.50000E-05	 1.99011E+01	 1.98449E+01
 4.50000E-05	 1.75792E+01	 1.75177E+01
 6.90000E-05	 1.75792E+01	 1.75177E+01
 6.90000E-05	 1.85911E+01	 1.85111E+01
 1.00000E-04	 1.85911E+01	 1.85111E+01
 1.00000E-04	 2.20792E+01	 2.19642E+01
 1.35000E-04	 2.20792E+01	 2.19642E+01
 1.35000E-04	 3.46936E+01	 3.44796E+01
 1.70000E-04	 3.46936E+01	 3.44796E+01
 1.70000E-04	 3.53747E+01	 3.51222E+01
 2.20000E-04	 3.53747E+01	 3.51222E+01
 2.20000E-04	 4.18823E+01	 4.15448E+01
 2.80000E-04	 4.18823E+01	 4.15448E+01
 2.80000E-04	 4.40997E+01	 4.37080E+01
 3.60000E-04	 4.40997E+01	 4.37080E+01
 3.60000E-04	 5.43880E+01	 5.38680E+01
 4.50000E-04	 5.43880E+01	 5.38680E+01
 4.50000E-04	 5.46272E+01	 5.40784E+01
 5.75000E-04	 5.46272E+01	 5.40784E+01
 5.75000E-04	 5.35184E+01	 5.29669E+01
 7.60000E-04	 5.35184E+01	 5.29669E+01
 7.60000E-04	 7.19409E+01	 7.12004E+01
 9.60000E-04	 7.19409E+01	 7.12004E+01
 9.60000E-04	 6.79650E+01	 6.72853E+01
 1.27500E-03	 6.79650E+01	 6.72853E+01
 1.27500E-03	 9.85931E+01	 9.76643E+01
 1.60000E-03	 9.85931E+01	 9.76643E+01
 1.60000E-03	 1.18567E+02	 1.17551E+02
 2.00000E-03	 1.18567E+02	 1.17551E+02
 2.00000E-03	 1.06002E+02	 1.05207E+02
 2.70000E-03	 1.06002E+02	 1.05207E+02
 2.70000E-03	 1.66588E+02	 1.65546E+02
 3.40000E-03	 1.66588E+02	 1.65546E+02
 3.40000E-03	 1.93508E+02	 1.92555E+02
 4.50000E-03	 1.93508E+02	 1.92555E+02
 4.50000E-03	 4.22869E+02	 4.21358E+02
 5.50000E-03	 4.22869E+02	 4.21358E+02
 5.50000E-03	 4.47558E+02	 4.46545E+02
 7.20000E-03	 4.47558E+02	 4.46545E+02
 7.20000E-03	 6.52057E+02	 6.51377E+02
 9.20000E-03	 6.52057E+02	 6.51377E+02
 9.20000E-03	 7.61753E+02	 7.61792E+02
 1.20000E-02	 7.61753E+02	 7.61792E+02
 1.20000E-02	 1.10247E+03	 1.10358E+03
 1.50000E-02	 1.10247E+03	 1.10358E+03
 1.50000E-02	 1.22795E+03	 1.23020E+03
 1.90000E-02	 1.22795E+03	 1.23020E+03
 1.90000E-02	 1.13578E+03	 1.13864E+03
 2.55000E-02	 1.13578E+03	 1.13864E+03
 2.55000E-02	 1.64798E+03	 1.65309E+03
