   E (MeV)	Unadj. F×Eavg	Adj. F×Eavg
 1.00000E-10	 8.43156E+00	 8.42977E+00
 1.00000E-09	 8.43156E+00	 8.42977E+00
 1.00000E-09	 8.22687E+00	 8.22548E+00
 1.00000E-08	 8.22687E+00	 8.22548E+00
 1.00000E-08	 1.67640E+01	 1.67617E+01
 2.30000E-08	 1.67640E+01	 1.67617E+01
 2.30000E-08	 1.75583E+01	 1.75564E+01
 5.00000E-08	 1.75583E+01	 1.75564E+01
 5.00000E-08	 3.11245E+01	 3.11216E+01
 7.60000E-08	 3.11245E+01	 3.11216E+01
 7.60000E-08	 3.12242E+01	 3.12216E+01
 1.15000E-07	 3.12242E+01	 3.12216E+01
 1.15000E-07	 3.29048E+01	 3.29022E+01
 1.70000E-07	 3.29048E+01	 3.29022E+01
 1.70000E-07	 3.17350E+01	 3.17326E+01
 2.55000E-07	 3.17350E+01	 3.17326E+01
 2.55000E-07	 3.22706E+01	 3.22682E+01
 3.80000E-07	 3.22706E+01	 3.22682E+01
 3.80000E-07	 3.48617E+01	 3.48590E+01
 5.50000E-07	 3.48617E+01	 3.48590E+01
 5.50000E-07	 3.07264E+01	 3.07238E+01
 8.40000E-07	 3.07264E+01	 3.07238E+01
 8.40000E-07	 3.14211E+01	 3.14182E+01
 1.27500E-06	 3.14211E+01	 3.14182E+01
 1.27500E-06	 3.32090E+01	 3.32055E+01
 1.90000E-06	 3.32090E+01	 3.32055E+01
 1.90000E-06	 3.46550E+01	 3.46507E+01
 2.80000E-06	 3.46550E+01	 3.46507E+01
 2.80000E-06	 3.28444E+01	 3.28393E+01
 4.25000E-06	 3.28444E+01	 3.28393E+01
 4.25000E-06	 3.55493E+01	 3.55425E+01
 6.30000E-06	 3.55493E+01	 3.55425E+01
 6.30000E-06	 3.79132E+01	 3.79041E+01
 9.20000E-06	 3.79132E+01	 3.79041E+01
 9.20000E-06	 6.56676E+00	 6.56522E+00
 1.35000E-05	 6.56676E+00	 6.56522E+00
 1.35000E-05	 3.47327E+01	 3.47203E+01
 2.10000E-05	 3.47327E+01	 3.47203E+01
 2.10000E-05	 4.42556E+01	 4.42371E+01
 3.00000E-05	 4.42556E+01	 4.42371E+01
 3.00000E-05	 4.03990E+01	 4.03798E+01
 4.50000E-05	 4.03990E+01	 4.03798E+01
 4.50000E-05	 1.90931E+00	 1.90832E+00
 6.90000E-05	 1.90931E+00	 1.90832E+00
 6.90000E-05	 1.26482E+01	 1.26441E+01
 1.00000E-04	 1.26482E+01	 1.26441E+01
 1.00000E-04	 3.22677E+01	 3.22496E+01
 1.35000E-04	 3.22677E+01	 3.22496E+01
 1.35000E-04	 2.01967E+01	 2.01855E+01
 1.70000E-04	 2.01967E+01	 2.01855E+01
 1.70000E-04	 7.28380E+01	 7.27993E+01
 2.20000E-04	 7.28380E+01	 7.27993E+01
 2.20000E-04	 1.27849E+01	 1.27785E+01
 2.80000E-04	 1.27849E+01	 1.27785E+01
 2.80000E-04	 6.36218E+00	 6.36057E+00
 3.60000E-04	 6.36218E+00	 6.36057E+00
 3.60000E-04	 2.02267E+01	 2.02197E+01
 4.50000E-04	 2.02267E+01	 2.02197E+01
 4.50000E-04	 6.02802E-01	 6.02564E-01
 5.75000E-04	 6.02802E-01	 6.02564E-01
 5.75000E-04	 2.65072E+01	 2.65007E+01
 7.60000E-04	 2.65072E+01	 2.65007E+01
 7.60000E-04	 8.98354E+00	 8.98140E+00
 9.60000E-04	 8.98354E+00	 8.98140E+00
 9.60000E-04	 6.38730E+00	 6.38624E+00
 1.27500E-03	 6.38730E+00	 6.38624E+00
 1.27500E-03	 8.95424E+01	 8.95176E+01
 1.60000E-03	 8.95424E+01	 8.95176E+01
 1.60000E-03	 3.95016E+00	 3.94915E+00
 2.00000E-03	 3.95016E+00	 3.94915E+00
 2.00000E-03	 6.83081E+01	 6.82922E+01
 2.70000E-03	 6.83081E+01	 6.82922E+01
 2.70000E-03	 9.57365E+01	 9.57220E+01
 3.40000E-03	 9.57365E+01	 9.57220E+01
 3.40000E-03	 5.09000E+00	 5.08901E+00
 4.50000E-03	 5.09000E+00	 5.08901E+00
 4.50000E-03	 1.16900E+02	 1.16886E+02
 5.50000E-03	 1.16900E+02	 1.16886E+02
 5.50000E-03	 2.85805E+01	 2.85770E+01
 7.20000E-03	 2.85805E+01	 2.85770E+01
 7.20000E-03	 2.21924E+01	 2.21906E+01
 9.20000E-03	 2.21924E+01	 2.21906E+01
 9.20000E-03	 4.47498E+00	 4.47463E+00
 1.20000E-02	 4.47498E+00	 4.47463E+00
 1.20000E-02	 4.67584E+01	 4.67543E+01
 1.50000E-02	 4.67584E+01	 4.67543E+01
 1.50000E-02	 1.28420E+01	 1.28418E+01
 1.90000E-02	 1.28420E+01	 1.28418E+01
 1.90000E-02	 1.38115E+02	 1.38115E+02
 2.55000E-02	 1.38115E+02	 1.38115E+02
 2.55000E-02	 7.01966E+01	 7.01933E+01
 3.20000E-02	 7.01966E+01	 7.01933E+01
 3.20000E-02	 1.28301E+02	 1.28297E+02
 4.00000E-02	 1.28301E+02	 1.28297E+02
 4.00000E-02	 1.44790E+02	 1.44788E+02
 5.25000E-02	 1.44790E+02	 1.44788E+02
 5.25000E-02	 2.43406E+02	 2.43406E+02
 6.60000E-02	 2.43406E+02	 2.43406E+02
 6.60000E-02	 1.25001E+02	 1.25003E+02
 8.80000E-02	 1.25001E+02	 1.25003E+02
 8.80000E-02	 1.64459E+02	 1.64463E+02
 1.10000E-01	 1.64459E+02	 1.64463E+02
 1.10000E-01	 6.91993E+02	 6.92013E+02
 1.35000E-01	 6.91993E+02	 6.92013E+02
 1.35000E-01	 1.42869E+03	 1.42873E+03
 1.60000E-01	 1.42869E+03	 1.42873E+03
 1.60000E-01	 1.02137E+03	 1.02143E+03
 1.90000E-01	 1.02137E+03	 1.02143E+03
 1.90000E-01	 9.05764E+02	 9.05838E+02
 2.20000E-01	 9.05764E+02	 9.05838E+02
 2.20000E-01	 2.07972E+03	 2.07994E+03
 2.55000E-01	 2.07972E+03	 2.07994E+03
 2.55000E-01	 9.24182E+03	 9.24380E+03
 2.90000E-01	 9.24182E+03	 9.24380E+03
 2.90000E-01	 2.77730E+03	 2.77770E+03
 3.20000E-01	 2.77730E+03	 2.77770E+03
 3.20000E-01	 2.12112E+03	 2.12146E+03
 3.60000E-01	 2.12112E+03	 2.12146E+03
 3.60000E-01	 1.77090E+04	 1.77139E+04
 4.00000E-01	 1.77090E+04	 1.77139E+04
 4.00000E-01	 9.88884E+03	 9.89084E+03
 4.50000E-01	 9.88884E+03	 9.89084E+03
 4.50000E-01	 1.42748E+04	 1.42776E+04
 5.00000E-01	 1.42748E+04	 1.42776E+04
 5.00000E-01	 4.99155E+05	 4.99342E+05
 5.50000E-01	 4.99155E+05	 4.99342E+05
 5.50000E-01	 3.15820E+05	 3.15912E+05
 6.00000E-01	 3.15820E+05	 3.15912E+05
 6.00000E-01	 6.84382E+05	 6.84566E+05
 6.60000E-01	 6.84382E+05	 6.84566E+05
 6.60000E-01	 1.41545E+05	 1.41570E+05
 7.20000E-01	 1.41545E+05	 1.41570E+05
 7.20000E-01	 2.88676E+05	 2.88720E+05
 7.80000E-01	 2.88676E+05	 2.88720E+05
 7.80000E-01	 1.84649E+05	 1.84671E+05
 8.40000E-01	 1.84649E+05	 1.84671E+05
 8.40000E-01	 8.18573E+05	 8.18655E+05
 9.20000E-01	 8.18573E+05	 8.18655E+05
 9.20000E-01	 2.78815E+05	 2.78833E+05
 1.00000E+00	 2.78815E+05	 2.78833E+05
 1.00000E+00	 2.23903E+05	 2.23913E+05
 1.20000E+00	 2.23903E+05	 2.23913E+05
 1.20000E+00	 3.53177E+04	 3.53189E+04
 1.40000E+00	 3.53177E+04	 3.53189E+04
 1.40000E+00	 1.98044E+06	 1.98039E+06
 1.60000E+00	 1.98044E+06	 1.98039E+06
 1.60000E+00	 5.56129E+03	 5.56105E+03
 1.80000E+00	 5.56129E+03	 5.56105E+03
 1.80000E+00	 7.74216E+00	 7.73395E+00
 2.00000E+00	 7.74216E+00	 7.73395E+00
 2.00000E+00	 8.02195E-03	 8.00443E-03
 2.30000E+00	 8.02195E-03	 8.00443E-03
 2.30000E+00	 1.08077E+01	 1.07952E+01
 2.60000E+00	 1.08077E+01	 1.07952E+01
 2.60000E+00	 1.04162E-10	 1.03414E-10
 2.90000E+00	 1.04162E-10	 1.03414E-10
 2.90000E+00	 1.57548E-01	 1.57131E-01
