   E (MeV)	Unadj. F×Eavg	Adj. F×Eavg
 1.00000E-10	 9.17887E+00	 9.17722E+00
 1.00000E-09	 9.17887E+00	 9.17722E+00
 1.00000E-09	 1.22254E+01	 1.22242E+01
 1.00000E-08	 1.22254E+01	 1.22242E+01
 1.00000E-08	 3.43066E+01	 3.43060E+01
 2.30000E-08	 3.43066E+01	 3.43060E+01
 2.30000E-08	 4.85739E+01	 4.85765E+01
 5.00000E-08	 4.85739E+01	 4.85765E+01
 5.00000E-08	 1.11894E+02	 1.11906E+02
 7.60000E-08	 1.11894E+02	 1.11906E+02
 7.60000E-08	 1.38609E+02	 1.38627E+02
 1.15000E-07	 1.38609E+02	 1.38627E+02
 1.15000E-07	 1.66812E+02	 1.66836E+02
 1.70000E-07	 1.66812E+02	 1.66836E+02
 1.70000E-07	 1.58066E+02	 1.58088E+02
 2.55000E-07	 1.58066E+02	 1.58088E+02
 2.55000E-07	 1.38599E+02	 1.38617E+02
 3.80000E-07	 1.38599E+02	 1.38617E+02
 3.80000E-07	 1.21692E+02	 1.21704E+02
 5.50000E-07	 1.21692E+02	 1.21704E+02
 5.50000E-07	 8.41995E+01	 8.42048E+01
 8.40000E-07	 8.41995E+01	 8.42048E+01
 8.40000E-07	 6.66482E+01	 6.66504E+01
 1.27500E-06	 6.66482E+01	 6.66504E+01
 1.27500E-06	 5.51115E+01	 5.51134E+01
 1.90000E-06	 5.51115E+01	 5.51134E+01
 1.90000E-06	 4.71007E+01	 4.71042E+01
 2.80000E-06	 4.71007E+01	 4.71042E+01
 2.80000E-06	 3.97090E+01	 3.97149E+01
 4.25000E-06	 3.97090E+01	 3.97149E+01
 4.25000E-06	 4.19910E+01	 4.20011E+01
 6.30000E-06	 4.19910E+01	 4.20011E+01
 6.30000E-06	 4.70575E+01	 4.70731E+01
 9.20000E-06	 4.70575E+01	 4.70731E+01
 9.20000E-06	 5.18154E+01	 5.18363E+01
 1.35000E-05	 5.18154E+01	 5.18363E+01
 1.35000E-05	 4.96838E+01	 4.97067E+01
 2.10000E-05	 4.96838E+01	 4.97067E+01
 2.10000E-05	 6.43186E+01	 6.43520E+01
 3.00000E-05	 6.43186E+01	 6.43520E+01
 3.00000E-05	 5.61041E+01	 5.61371E+01
 4.50000E-05	 5.61041E+01	 5.61371E+01
 4.50000E-05	 4.94487E+01	 4.94818E+01
 6.90000E-05	 4.94487E+01	 4.94818E+01
 6.90000E-05	 4.96146E+01	 4.96527E+01
 1.00000E-04	 4.96146E+01	 4.96527E+01
 1.00000E-04	 5.51947E+01	 5.52431E+01
 1.35000E-04	 5.51947E+01	 5.52431E+01
 1.35000E-04	 9.47105E+01	 9.48043E+01
 1.70000E-04	 9.47105E+01	 9.48043E+01
 1.70000E-04	 1.04112E+02	 1.04226E+02
 2.20000E-04	 1.04112E+02	 1.04226E+02
 2.20000E-04	 1.30769E+02	 1.30926E+02
 2.80000E-04	 1.30769E+02	 1.30926E+02
 2.80000E-04	 1.43485E+02	 1.43669E+02
 3.60000E-04	 1.43485E+02	 1.43669E+02
 3.60000E-04	 1.81100E+02	 1.81341E+02
 4.50000E-04	 1.81100E+02	 1.81341E+02
 4.50000E-04	 1.82723E+02	 1.82970E+02
 5.75000E-04	 1.82723E+02	 1.82970E+02
 5.75000E-04	 1.76461E+02	 1.76696E+02
 7.60000E-04	 1.76461E+02	 1.76696E+02
 7.60000E-04	 2.29398E+02	 2.29688E+02
 9.60000E-04	 2.29398E+02	 2.29688E+02
 9.60000E-04	 2.05435E+02	 2.05670E+02
 1.27500E-03	 2.05435E+02	 2.05670E+02
 1.27500E-03	 2.77069E+02	 2.77339E+02
 1.60000E-03	 2.77069E+02	 2.77339E+02
 1.60000E-03	 3.54529E+02	 3.54794E+02
 2.00000E-03	 3.54529E+02	 3.54794E+02
 2.00000E-03	 3.33213E+02	 3.33368E+02
 2.70000E-03	 3.33213E+02	 3.33368E+02
 2.70000E-03	 5.25888E+02	 5.25962E+02
 3.40000E-03	 5.25888E+02	 5.25962E+02
 3.40000E-03	 5.11478E+02	 5.11362E+02
 4.50000E-03	 5.11478E+02	 5.11362E+02
 4.50000E-03	 8.18841E+02	 8.18332E+02
 5.50000E-03	 8.18841E+02	 8.18332E+02
 5.50000E-03	 6.88080E+02	 6.87369E+02
 7.20000E-03	 6.88080E+02	 6.87369E+02
 7.20000E-03	 8.34098E+02	 8.32890E+02
 9.20000E-03	 8.34098E+02	 8.32890E+02
 9.20000E-03	 8.37650E+02	 8.36096E+02
 1.20000E-02	 8.37650E+02	 8.36096E+02
 1.20000E-02	 1.06916E+03	 1.06676E+03
 1.50000E-02	 1.06916E+03	 1.06676E+03
 1.50000E-02	 1.07309E+03	 1.07028E+03
 1.90000E-02	 1.07309E+03	 1.07028E+03
 1.90000E-02	 9.10966E+02	 9.08276E+02
 2.55000E-02	 9.10966E+02	 9.08276E+02
 2.55000E-02	 1.23337E+03	 1.22935E+03
 3.20000E-02	 1.23337E+03	 1.22935E+03
 3.20000E-02	 1.30950E+03	 1.30488E+03
 4.00000E-02	 1.30950E+03	 1.30488E+03
 4.00000E-02	 1.12151E+03	 1.11730E+03
 5.25000E-02	 1.12151E+03	 1.11730E+03
 5.25000E-02	 1.38640E+03	 1.38095E+03
 6.60000E-02	 1.38640E+03	 1.38095E+03
 6.60000E-02	 1.15593E+03	 1.15125E+03
 8.80000E-02	 1.15593E+03	 1.15125E+03
 8.80000E-02	 1.56380E+03	 1.55737E+03
 1.10000E-01	 1.56380E+03	 1.55737E+03
 1.10000E-01	 1.80884E+03	 1.80141E+03
 1.35000E-01	 1.80884E+03	 1.80141E+03
 1.35000E-01	 2.34495E+03	 2.33549E+03
 1.60000E-01	 2.34495E+03	 2.33549E+03
 1.60000E-01	 2.53933E+03	 2.52946E+03
 1.90000E-01	 2.53933E+03	 2.52946E+03
 1.90000E-01	 3.32615E+03	 3.31397E+03
 2.20000E-01	 3.32615E+03	 3.31397E+03
 2.20000E-01	 3.78289E+03	 3.77019E+03
 2.55000E-01	 3.78289E+03	 3.77019E+03
