0.5	9.40E+15
0.6	7.30E+15
0.7	5.97E+15
0.8	5.00E+9
0.9	4.75E+9
1	4.40E+9
1.1	4.25E+9
1.2	4.10E+9
1.3	3.94E+9
1.4	3.80E+9
1.5	3.60E+9
1.6	3.50E+9
1.7	3.40E+9
1.8	3.40E+9
1.9	3.50E+9
2	3.50E+9
2.1	3.60E+9
2.2	3.70E+9
2.3	3.80E+9
2.4	3.80E+9
2.5	3.90E+9
2.6	4.00E+9
2.7	4.00E+9
2.8	4.10E+9
2.9	4.10E+9
3	4.20E+9
3.1	4.20E+9
3.2	4.20E+9
3.3	4.30E+9
3.4	4.30E+9
3.5	4.20E+9
3.6	4.20E+9
3.7	4.20E+9
3.8	4.20E+9
3.9	4.10E+9
4	4.10E+9
4.1	4.10E+9
4.2	4.10E+9
4.3	4.10E+9
4.4	4.20E+9
4.5	4.30E+9
4.6	4.30E+9
4.7	4.30E+9
4.8	4.30E+9
4.9	4.30E+9
5	4.30E+9
5.1	4.30E+9
5.2	4.30E+9
5.3	4.30E+9
5.4	4.30E+9
5.5	4.30E+9
5.6	4.30E+9
5.7	4.30E+9
5.8	4.30E+9
5.9	4.30E+9
6	4.30E+9
6.1	4.30E+9
6.2	4.40E+9
6.3	4.40E+9
6.4	4.30E+9
6.5	4.30E+9
6.6	4.30E+9
6.7	4.20E+9
6.8	4.20E+9
6.9	4.20E+9
7	4.20E+9
7.1	4.10E+9
7.2	4.10E+9
7.3	4.10E+9
7.4	4.10E+9
7.5	4.10E+9
7.6	3.90E+9
7.7	3.70E+9
7.8	3.60E+9
7.9	3.60E+9
8	3.50E+9
8.1	3.50E+9
8.2	3.30E+9
8.3	3.30E+9
8.4	3.20E+9
8.5	3.20E+9
8.6	3.20E+9
8.7	3.10E+9
8.8	3.10E+9
8.9	2.90E+9
9	2.80E+9
9.1	2.80E+9
9.2	2.60E+9
9.3	2.60E+9
9.4	2.50E+9
9.5	2.30E+9
9.6	2.20E+9
9.7	2.10E+9
9.8	2.00E+9
9.9	1.90E+9
10	1.90E+9
10.1	1.70E+9
10.2	1.70E+9
10.3	1.70E+9
10.4	1.60E+9
10.5	1.50E+9
10.6	1.40E+9
10.7	1.40E+9
10.8	1.20E+9
10.9	1.20E+9
11	1.20E+9
11.1	1.10E+9
11.2	1.10E+9
11.3	1.10E+9
11.4	1.10E+9
11.5	9.70E+8
11.6	9.50E+8
11.7	9.50E+8
11.8	9.00E+8
11.9	9.00E+8
12	8.80E+8
12.1	8.20E+8
12.2	8.00E+8
12.3	7.60E+8
12.4	7.50E+8
12.5	7.30E+8
12.6	7.30E+8
12.7	6.90E+8
12.8	7.00E+8
12.9	6.80E+8
13	6.60E+8
13.1	6.30E+8
13.2	6.20E+8
13.3	6.00E+8
13.4	5.90E+8
13.5	5.70E+8
13.6	5.50E+8
13.7	5.30E+8
13.8	5.20E+8
13.9	5.10E+8
14	5.00E+8
14.1	5.00E+8
14.2	4.90E+8
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
